,Timestamp,Query Type,Domain,Source IP,Forward IP,Reply IP
429,Aug  5 23:47:49 2024,HTTPS,c-msn-com-nsatc.trafficmanager.net,192.168.3.223,,
430,Aug  5 23:47:49 2024,,c-msn-com-nsatc.trafficmanager.net,,8.8.8.8,
431,Aug  5 23:47:49 2024,,c.clarity.ms,,,<CNAME>
432,Aug  5 23:47:49 2024,,c.msn.com,,,<CNAME>
433,Aug  5 23:47:49 2024,,c-msn-com-nsatc.trafficmanager.net,,,20.125.62.241
434,Aug  5 23:47:49 2024,,c-msn-com-nsatc.trafficmanager.net,,,NODATA
435,Aug  5 23:47:49 2024,A,e13136.g.akamaiedge.net,192.168.3.223,,
436,Aug  5 23:47:49 2024,,e13136.g.akamaiedge.net,,8.8.8.8,
437,Aug  5 23:47:49 2024,HTTPS,pixel.quantserve.com,192.168.3.223,,
438,Aug  5 23:47:49 2024,,pixel.quantserve.com,,8.8.8.8,
439,Aug  5 23:47:49 2024,A,pixel.quantserve.com,192.168.3.223,,
440,Aug  5 23:47:49 2024,,pixel.quantserve.com,,8.8.8.8,
441,Aug  5 23:47:49 2024,,pixel.quantserve.com,,,<CNAME>
442,Aug  5 23:47:49 2024,,global.px.quantserve.com,,,NODATA
443,Aug  5 23:47:49 2024,,e13136.g.akamaiedge.net,,,23.44.74.32
444,Aug  5 23:47:49 2024,,pixel.quantserve.com,,,<CNAME>
445,Aug  5 23:47:49 2024,,global.px.quantserve.com,,,192.184.67.70
446,Aug  5 23:47:49 2024,,global.px.quantserve.com,,,192.184.67.40
447,Aug  5 23:47:49 2024,,global.px.quantserve.com,,,192.184.67.143
448,Aug  5 23:47:49 2024,HTTPS,c-bing-com.dual-a-0034.a-msedge.net,192.168.3.223,,
449,Aug  5 23:47:49 2024,,c-bing-com.dual-a-0034.a-msedge.net,,8.8.8.8,
450,Aug  5 23:47:49 2024,A,c-bing-com.dual-a-0034.a-msedge.net,192.168.3.223,,
451,Aug  5 23:47:49 2024,,c-bing-com.dual-a-0034.a-msedge.net,,8.8.8.8,
452,Aug  5 23:47:49 2024,,c-bing-com.dual-a-0034.a-msedge.net,,,NODATA
453,Aug  5 23:47:49 2024,,c-bing-com.dual-a-0034.a-msedge.net,,,<CNAME>
454,Aug  5 23:47:49 2024,,dual-a-0034.a-msedge.net,,,204.79.197.237
455,Aug  5 23:47:49 2024,,dual-a-0034.a-msedge.net,,,13.107.21.237
456,Aug  5 23:47:49 2024,HTTPS,cdn-content.ampproject.org,192.168.3.223,,
457,Aug  5 23:47:49 2024,,cdn-content.ampproject.org,,8.8.8.8,
458,Aug  5 23:47:49 2024,HTTPS,cdn.doubleverify.com,192.168.3.223,,
459,Aug  5 23:47:49 2024,,cdn.doubleverify.com,,8.8.8.8,
460,Aug  5 23:47:49 2024,A,cdn.doubleverify.com,192.168.3.223,,
461,Aug  5 23:47:49 2024,,cdn.doubleverify.com,,8.8.8.8,
462,Aug  5 23:47:49 2024,,cdn.doubleverify.com,,,<CNAME>
463,Aug  5 23:47:49 2024,,cdn.doubleverify.com.edgesuite.net,,,<CNAME>
464,Aug  5 23:47:49 2024,,a1241.dsct.akamai.net,,,NODATA
465,Aug  5 23:47:49 2024,,cdn-content.ampproject.org,,,NODATA
466,Aug  5 23:47:49 2024,,cdn.doubleverify.com,,,<CNAME>
467,Aug  5 23:47:49 2024,,cdn.doubleverify.com.edgesuite.net,,,<CNAME>
468,Aug  5 23:47:49 2024,,a1241.dsct.akamai.net,,,23.192.228.85
469,Aug  5 23:47:49 2024,,a1241.dsct.akamai.net,,,23.192.228.73
470,Aug  5 23:47:49 2024,HTTPS,px.moatads.com,192.168.3.223,,
471,Aug  5 23:47:49 2024,,px.moatads.com,,8.8.8.8,
472,Aug  5 23:47:49 2024,A,px.moatads.com,192.168.3.223,,
473,Aug  5 23:47:49 2024,,px.moatads.com,,8.8.8.8,
474,Aug  5 23:47:49 2024,,px.moatads.com,,,<CNAME>
475,Aug  5 23:47:49 2024,,wildcard.moatads.com.edgekey.net,,,<CNAME>
476,Aug  5 23:47:49 2024,,e13136.g.akamaiedge.net,,,NODATA
477,Aug  5 23:47:49 2024,,px.moatads.com,,,<CNAME>
478,Aug  5 23:47:49 2024,,wildcard.moatads.com.edgekey.net,,,<CNAME>
479,Aug  5 23:47:49 2024,,e13136.g.akamaiedge.net,,,23.44.74.32
480,Aug  5 23:47:49 2024,HTTPS,rtb0.doubleverify.com,192.168.3.223,,
481,Aug  5 23:47:49 2024,,rtb0.doubleverify.com,,8.8.8.8,
482,Aug  5 23:47:49 2024,A,rtb0.doubleverify.com,192.168.3.223,,
483,Aug  5 23:47:49 2024,,rtb0.doubleverify.com,,8.8.8.8,
484,Aug  5 23:47:49 2024,,rtb0.doubleverify.com,,,<CNAME>
485,Aug  5 23:47:49 2024,,bs-geo.dvgtm.akadns.net,,,<CNAME>
486,Aug  5 23:47:49 2024,,bs-wlb-uswest.dvgtm.akadns.net,,,<CNAME>
487,Aug  5 23:47:49 2024,,rtbc-uw1.doubleverify.com,,,35.201.101.243
488,Aug  5 23:47:49 2024,,rtb0.doubleverify.com,,,<CNAME>
489,Aug  5 23:47:49 2024,,bs-geo.dvgtm.akadns.net,,,<CNAME>
490,Aug  5 23:47:49 2024,,bs-wlb-uswest.dvgtm.akadns.net,,,<CNAME>
491,Aug  5 23:47:49 2024,,rtbc-uw1.doubleverify.com,,,NODATA
492,Aug  5 23:47:49 2024,HTTPS,rtbc-uw1.doubleverify.com,192.168.3.223,,
493,Aug  5 23:47:49 2024,,rtbc-uw1.doubleverify.com,,8.8.8.8,
494,Aug  5 23:47:49 2024,,rtbc-uw1.doubleverify.com,,,NODATA
495,Aug  5 23:47:50 2024,HTTPS,s0.2mdn.net,192.168.3.223,,
496,Aug  5 23:47:50 2024,,s0.2mdn.net,,8.8.8.8,
497,Aug  5 23:47:50 2024,HTTPS,googleads4.g.doubleclick.net,192.168.3.223,,
498,Aug  5 23:47:50 2024,,googleads4.g.doubleclick.net,,8.8.8.8,
499,Aug  5 23:47:50 2024,,s0.2mdn.net,,,NODATA
500,Aug  5 23:47:50 2024,,googleads4.g.doubleclick.net,,,NODATA
501,Aug  5 23:47:50 2024,HTTPS,tps.doubleverify.com,192.168.3.223,,
502,Aug  5 23:47:50 2024,,tps.doubleverify.com,,8.8.8.8,
503,Aug  5 23:47:50 2024,A,tps.doubleverify.com,192.168.3.223,,
504,Aug  5 23:47:50 2024,,tps.doubleverify.com,,8.8.8.8,
505,Aug  5 23:47:50 2024,,tps.doubleverify.com,,,<CNAME>
506,Aug  5 23:47:50 2024,,tps-geo.dvgtm.akadns.net,,,<CNAME>
507,Aug  5 23:47:50 2024,,tps-wlb-uswest.dvgtm.akadns.net,,,<CNAME>
508,Aug  5 23:47:50 2024,,tpsc-uw1.doubleverify.com,,,NODATA
509,Aug  5 23:47:50 2024,,tps.doubleverify.com,,,<CNAME>
510,Aug  5 23:47:50 2024,,tps-geo.dvgtm.akadns.net,,,<CNAME>
511,Aug  5 23:47:50 2024,,tps-wlb-uswest.dvgtm.akadns.net,,,<CNAME>
512,Aug  5 23:47:50 2024,,tpsc-uw1.doubleverify.com,,,35.201.101.243
513,Aug  5 23:47:54 2024,HTTPS,gateway.fe2.apple-dns.net,192.168.3.223,,
514,Aug  5 23:47:54 2024,,gateway.fe2.apple-dns.net,,8.8.8.8,
515,Aug  5 23:47:54 2024,,gateway.fe2.apple-dns.net,,,NODATA
516,Aug  5 23:47:57 2024,A,api16-normal-useast5.tiktokv.us,192.168.3.114,,
517,Aug  5 23:47:57 2024,,api16-normal-useast5.tiktokv.us,,8.8.8.8,
518,Aug  5 23:47:57 2024,,api16-normal-useast5.tiktokv.us,,,<CNAME>
519,Aug  5 23:47:57 2024,,api16-normal-useast5.tiktokv.us.edgesuite.net,,,<CNAME>
520,Aug  5 23:47:57 2024,,ttp-api16-tiktok-com-apix.bytewlb.akadns.net,,,<CNAME>
521,Aug  5 23:47:57 2024,,a2047.w181.akamai.net,,,96.16.55.83
522,Aug  5 23:47:57 2024,,a2047.w181.akamai.net,,,96.16.55.96
523,Aug  5 23:47:57 2024,,a2047.w181.akamai.net,,,96.16.55.90
524,Aug  5 23:47:57 2024,,a2047.w181.akamai.net,,,96.16.55.82
525,Aug  5 23:47:57 2024,,a2047.w181.akamai.net,,,96.16.55.76
526,Aug  5 23:47:57 2024,,a2047.w181.akamai.net,,,96.16.55.84
527,Aug  5 23:47:57 2024,,a2047.w181.akamai.net,,,96.16.55.102
528,Aug  5 23:47:57 2024,,a2047.w181.akamai.net,,,96.16.55.85
529,Aug  5 23:47:57 2024,,a2047.w181.akamai.net,,,96.16.55.70
530,Aug  5 23:47:57 2024,A,p16-sg.tiktokcdn.com,192.168.3.114,,
531,Aug  5 23:47:57 2024,,p16-sg.tiktokcdn.com,,8.8.8.8,
532,Aug  5 23:47:57 2024,,p16-sg.tiktokcdn.com,,,<CNAME>
533,Aug  5 23:47:57 2024,,p16-sg.tiktokcdn.com.akamaized.net,,,<CNAME>
534,Aug  5 23:47:57 2024,,a2047.mm2.akamai.net,,,23.62.46.213
535,Aug  5 23:47:57 2024,,a2047.mm2.akamai.net,,,23.62.46.209
536,Aug  5 23:47:57 2024,,a2047.mm2.akamai.net,,,23.62.46.202
537,Aug  5 23:47:57 2024,,a2047.mm2.akamai.net,,,23.62.46.203
538,Aug  5 23:47:57 2024,,a2047.mm2.akamai.net,,,23.62.46.219
539,Aug  5 23:47:57 2024,,a2047.mm2.akamai.net,,,23.62.46.206
540,Aug  5 23:47:57 2024,,a2047.mm2.akamai.net,,,23.62.46.198
541,Aug  5 23:47:57 2024,,a2047.mm2.akamai.net,,,23.62.46.216
542,Aug  5 23:47:57 2024,,a2047.mm2.akamai.net,,,23.62.46.208
543,Aug  5 23:48:11 2024,A,vast.doubleverify.com,192.168.3.114,,
544,Aug  5 23:48:11 2024,,vast.doubleverify.com,,8.8.8.8,
545,Aug  5 23:48:11 2024,,vast.doubleverify.com,,8.8.4.4,
546,Aug  5 23:48:11 2024,,vast.doubleverify.com,,8.8.8.8,
547,Aug  5 23:48:11 2024,,vast.doubleverify.com,,8.8.4.4,
548,Aug  5 23:48:11 2024,,vast.doubleverify.com,,8.8.8.8,
549,Aug  5 23:48:11 2024,,vast.doubleverify.com,,8.8.4.4,
550,Aug  5 23:48:11 2024,A,video.us.bytedance.map.fastly.net,192.168.3.114,,
551,Aug  5 23:48:11 2024,,video.us.bytedance.map.fastly.net,,8.8.8.8,
552,Aug  5 23:48:11 2024,,video.us.bytedance.map.fastly.net,,,146.75.94.73
553,Aug  5 23:48:11 2024,,vast.doubleverify.com,,,<CNAME>
554,Aug  5 23:48:11 2024,,cust-dv.zentrick.com,,,<CNAME>
555,Aug  5 23:48:11 2024,,cf.vast.doubleverify.com,,,<CNAME>
556,Aug  5 23:48:11 2024,,cf.vast.doubleverify.com.cdn.cloudflare.net,,,104.18.36.54
557,Aug  5 23:48:11 2024,,cf.vast.doubleverify.com.cdn.cloudflare.net,,,172.64.151.202
558,Aug  5 23:48:11 2024,A,sf16-muse-va.ibytedtos.com,192.168.3.114,,
559,Aug  5 23:48:11 2024,,sf16-muse-va.ibytedtos.com,,8.8.8.8,
560,Aug  5 23:48:11 2024,,sf16-muse-va.ibytedtos.com,,,<CNAME>
561,Aug  5 23:48:11 2024,,sf16-muse-va.ibytedtos.com.edgesuite.net,,,<CNAME>
562,Aug  5 23:48:11 2024,,a1939.dscb.akamai.net,,,23.67.33.139
563,Aug  5 23:48:11 2024,,a1939.dscb.akamai.net,,,23.67.33.133
564,Aug  5 23:48:14 2024,A,clarity-ingest-eus-b-sc.eastus.cloudapp.azure.com,192.168.3.223,,
565,Aug  5 23:48:14 2024,,clarity-ingest-eus-b-sc.eastus.cloudapp.azure.com,,8.8.8.8,
566,Aug  5 23:48:14 2024,,clarity-ingest-eus-b-sc.eastus.cloudapp.azure.com,,,20.231.53.73
567,Aug  5 23:48:17 2024,A,p16-sign-useast2a.tiktokcdn.com,192.168.3.114,,
568,Aug  5 23:48:17 2024,,p16-sign-useast2a.tiktokcdn.com,,8.8.8.8,
569,Aug  5 23:48:17 2024,,p16-sign-useast2a.tiktokcdn.com,,,<CNAME>
570,Aug  5 23:48:17 2024,,p16-sign-useast2a.tiktokcdn.com.akamaized.net,,,<CNAME>
571,Aug  5 23:48:17 2024,,a2047.mm2.akamai.net,,,23.62.46.202
572,Aug  5 23:48:17 2024,,a2047.mm2.akamai.net,,,23.62.46.196
573,Aug  5 23:48:17 2024,,a2047.mm2.akamai.net,,,23.62.46.207
574,Aug  5 23:48:17 2024,,a2047.mm2.akamai.net,,,23.62.46.211
575,Aug  5 23:48:17 2024,,a2047.mm2.akamai.net,,,23.62.46.204
576,Aug  5 23:48:17 2024,,a2047.mm2.akamai.net,,,23.62.46.200
577,Aug  5 23:48:17 2024,,a2047.mm2.akamai.net,,,23.62.46.215
578,Aug  5 23:48:17 2024,,a2047.mm2.akamai.net,,,23.62.46.205
579,Aug  5 23:48:17 2024,,a2047.mm2.akamai.net,,,23.62.46.217
580,Aug  5 23:48:18 2024,A,p19-sign.tiktokcdn-us.com,192.168.3.114,,
581,Aug  5 23:48:18 2024,,p19-sign.tiktokcdn-us.com,,8.8.8.8,
582,Aug  5 23:48:18 2024,,p19-sign.tiktokcdn-us.com,,,<CNAME>
583,Aug  5 23:48:18 2024,,us.bytedance.map.fastly.net,,,146.75.94.73
584,Aug  5 23:48:22 2024,HTTPS,images.myfinance.com,192.168.3.223,,
585,Aug  5 23:48:22 2024,,images.myfinance.com,,8.8.8.8,
586,Aug  5 23:48:22 2024,A,images.myfinance.com,192.168.3.223,,
587,Aug  5 23:48:22 2024,,images.myfinance.com,,8.8.8.8,
588,Aug  5 23:48:22 2024,,images.myfinance.com,,,<HTTPS>
589,Aug  5 23:48:22 2024,,images.myfinance.com,,,172.67.156.152
590,Aug  5 23:48:22 2024,,images.myfinance.com,,,104.21.8.7
591,Aug  5 23:48:29 2024,HTTPS,www.gstatic.com,192.168.3.223,,
592,Aug  5 23:48:29 2024,,www.gstatic.com,,8.8.8.8,
593,Aug  5 23:48:29 2024,A,www.gstatic.com,192.168.3.223,,
594,Aug  5 23:48:29 2024,,www.gstatic.com,,8.8.8.8,
595,Aug  5 23:48:29 2024,,www.gstatic.com,,,142.251.214.131
596,Aug  5 23:48:29 2024,,www.gstatic.com,,,NODATA
597,Aug  5 23:48:37 2024,A,a2047.w181.akamai.net,192.168.3.114,,
598,Aug  5 23:48:37 2024,,a2047.w181.akamai.net,,8.8.8.8,
599,Aug  5 23:48:37 2024,,a2047.w181.akamai.net,,8.8.4.4,
600,Aug  5 23:48:37 2024,,a2047.w181.akamai.net,,8.8.8.8,
601,Aug  5 23:48:37 2024,,a2047.w181.akamai.net,,8.8.4.4,
602,Aug  5 23:48:37 2024,,a2047.w181.akamai.net,,8.8.8.8,
603,Aug  5 23:48:37 2024,,a2047.w181.akamai.net,,8.8.4.4,
604,Aug  5 23:48:37 2024,,a2047.w181.akamai.net,,,96.16.55.94
605,Aug  5 23:48:37 2024,,a2047.w181.akamai.net,,,96.16.55.89
606,Aug  5 23:48:37 2024,,a2047.w181.akamai.net,,,96.16.55.105
607,Aug  5 23:48:37 2024,,a2047.w181.akamai.net,,,96.16.55.93
608,Aug  5 23:48:37 2024,,a2047.w181.akamai.net,,,96.16.55.71
609,Aug  5 23:48:37 2024,,a2047.w181.akamai.net,,,96.16.55.69
610,Aug  5 23:48:37 2024,,a2047.w181.akamai.net,,,96.16.55.77
611,Aug  5 23:48:37 2024,,a2047.w181.akamai.net,,,96.16.55.107
612,Aug  5 23:48:37 2024,,a2047.w181.akamai.net,,,96.16.55.79
613,Aug  5 23:48:39 2024,HTTPS,gum.da1.vip.prod.criteo.com,192.168.3.223,,
614,Aug  5 23:48:39 2024,,gum.da1.vip.prod.criteo.com,,8.8.8.8,
615,Aug  5 23:48:39 2024,HTTPS,logs.browser-intake-datadoghq.com,192.168.3.223,,
616,Aug  5 23:48:39 2024,,logs.browser-intake-datadoghq.com,,8.8.8.8,
617,Aug  5 23:48:39 2024,A,logs.browser-intake-datadoghq.com,192.168.3.223,,
618,Aug  5 23:48:39 2024,,logs.browser-intake-datadoghq.com,,8.8.8.8,
619,Aug  5 23:48:39 2024,,gum.da1.vip.prod.criteo.com,,,NODATA
620,Aug  5 23:48:39 2024,,logs.browser-intake-datadoghq.com,,,<CNAME>
621,Aug  5 23:48:39 2024,,l4-logs-http-browser-pub-s0-e2bce5ba2ff871a5.elb.us-east-1.amazonaws.com,,,NODATA
622,Aug  5 23:48:39 2024,HTTPS,l4-logs-http-browser-pub-s0-e2bce5ba2ff871a5.elb.us-east-1.amazonaws.com,192.168.3.223,,
623,Aug  5 23:48:39 2024,,l4-logs-http-browser-pub-s0-e2bce5ba2ff871a5.elb.us-east-1.amazonaws.com,,8.8.8.8,
624,Aug  5 23:48:39 2024,,logs.browser-intake-datadoghq.com,,,<CNAME>
625,Aug  5 23:48:39 2024,,l4-logs-http-browser-pub-s0-e2bce5ba2ff871a5.elb.us-east-1.amazonaws.com,,,3.233.158.25
626,Aug  5 23:48:39 2024,,l4-logs-http-browser-pub-s0-e2bce5ba2ff871a5.elb.us-east-1.amazonaws.com,,,3.233.158.24
627,Aug  5 23:48:39 2024,,l4-logs-http-browser-pub-s0-e2bce5ba2ff871a5.elb.us-east-1.amazonaws.com,,,3.233.158.26
628,Aug  5 23:48:39 2024,,l4-logs-http-browser-pub-s0-e2bce5ba2ff871a5.elb.us-east-1.amazonaws.com,,,NODATA
629,Aug  5 23:48:43 2024,A,tpsc-uw1.doubleverify.com,192.168.3.223,,
630,Aug  5 23:48:43 2024,,tpsc-uw1.doubleverify.com,,8.8.8.8,
631,Aug  5 23:48:43 2024,,tpsc-uw1.doubleverify.com,,,35.201.101.243
632,Aug  5 23:48:50 2024,HTTPS,ab.chatgpt.com,192.168.3.223,,
633,Aug  5 23:48:50 2024,,ab.chatgpt.com,,8.8.8.8,
634,Aug  5 23:48:50 2024,A,ab.chatgpt.com,192.168.3.223,,
635,Aug  5 23:48:50 2024,,ab.chatgpt.com,,8.8.8.8,
636,Aug  5 23:48:50 2024,,ab.chatgpt.com,,,<HTTPS>
637,Aug  5 23:48:50 2024,,ab.chatgpt.com,,,104.18.30.2
638,Aug  5 23:48:50 2024,,ab.chatgpt.com,,,104.18.31.2
639,Aug  5 23:48:55 2024,HTTPS,chatgpt.com,192.168.3.223,,
640,Aug  5 23:48:55 2024,,chatgpt.com,,8.8.8.8,
641,Aug  5 23:48:55 2024,A,chatgpt.com,192.168.3.223,,
642,Aug  5 23:48:55 2024,,chatgpt.com,,8.8.8.8,
643,Aug  5 23:48:55 2024,,chatgpt.com,,,<HTTPS>
644,Aug  5 23:48:55 2024,,chatgpt.com,,,104.18.31.2
645,Aug  5 23:48:55 2024,,chatgpt.com,,,104.18.30.2
646,Aug  5 23:49:00 2024,HTTPS,ping.chartbeat.net,192.168.3.223,,
647,Aug  5 23:49:00 2024,,ping.chartbeat.net,,8.8.8.8,
648,Aug  5 23:49:00 2024,,ping.chartbeat.net,,8.8.4.4,
649,Aug  5 23:49:00 2024,,ping.chartbeat.net,,8.8.8.8,
650,Aug  5 23:49:00 2024,,ping.chartbeat.net,,8.8.4.4,
651,Aug  5 23:49:00 2024,,ping.chartbeat.net,,8.8.8.8,
652,Aug  5 23:49:00 2024,,ping.chartbeat.net,,8.8.4.4,
653,Aug  5 23:49:00 2024,A,ping.chartbeat.net,192.168.3.223,,
654,Aug  5 23:49:00 2024,,ping.chartbeat.net,,8.8.8.8,
655,Aug  5 23:49:00 2024,,ping.chartbeat.net,,,NODATA
656,Aug  5 23:49:00 2024,,ping.chartbeat.net,,,54.161.140.107
657,Aug  5 23:49:00 2024,,ping.chartbeat.net,,,34.238.101.65
658,Aug  5 23:49:00 2024,,ping.chartbeat.net,,,52.6.118.48
659,Aug  5 23:49:00 2024,,ping.chartbeat.net,,,34.198.78.128
660,Aug  5 23:49:00 2024,,ping.chartbeat.net,,,44.212.211.4
661,Aug  5 23:49:00 2024,,ping.chartbeat.net,,,44.193.116.81
662,Aug  5 23:49:00 2024,,ping.chartbeat.net,,,18.210.187.1
663,Aug  5 23:49:00 2024,,ping.chartbeat.net,,,34.231.196.140
664,Aug  5 23:49:00 2024,HTTPS,as-sec.casalemedia.com,192.168.3.223,,
665,Aug  5 23:49:00 2024,,as-sec.casalemedia.com,,8.8.8.8,
666,Aug  5 23:49:00 2024,A,as-sec.casalemedia.com,192.168.3.223,,
667,Aug  5 23:49:00 2024,,as-sec.casalemedia.com,,8.8.8.8,
668,Aug  5 23:49:00 2024,,as-sec.casalemedia.com,,,172.64.151.101
669,Aug  5 23:49:00 2024,,as-sec.casalemedia.com,,,104.18.36.155
670,Aug  5 23:49:00 2024,,as-sec.casalemedia.com,,,NODATA
671,Aug  5 23:49:00 2024,A,istio-ingress.wunderkind.co,192.168.3.223,,
672,Aug  5 23:49:00 2024,,istio-ingress.wunderkind.co,,8.8.8.8,
673,Aug  5 23:49:00 2024,,istio-ingress.wunderkind.co,,,34.117.4.53
674,Aug  5 23:49:00 2024,HTTPS,events.bouncex.net,192.168.3.223,,
675,Aug  5 23:49:00 2024,,events.bouncex.net,,8.8.8.8,
676,Aug  5 23:49:00 2024,A,events.bouncex.net,192.168.3.223,,
677,Aug  5 23:49:00 2024,,events.bouncex.net,,8.8.8.8,
678,Aug  5 23:49:00 2024,,events.bouncex.net,,,<CNAME>
679,Aug  5 23:49:00 2024,,nginx-ingress.wunderkind.co,,,34.111.8.32
680,Aug  5 23:49:00 2024,,events.bouncex.net,,,<CNAME>
681,Aug  5 23:49:00 2024,,nginx-ingress.wunderkind.co,,,NODATA
682,Aug  5 23:49:00 2024,HTTPS,nginx-ingress.wunderkind.co,192.168.3.223,,
683,Aug  5 23:49:00 2024,,nginx-ingress.wunderkind.co,,8.8.8.8,
684,Aug  5 23:49:00 2024,,nginx-ingress.wunderkind.co,,,NODATA
